date,Year,Month,Weekday Name,drug_code,ddd_sales,drug_name,abc_class,ved_class,atc_desc,priority,day_of_week,is_weekend,quarter,week_of_year
28/01/2015,2015,1,Wednesday,M01AE,5.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,5
29/01/2015,2015,1,Thursday,M01AE,5.71,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,5
30/01/2015,2015,1,Friday,M01AE,1.068,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,5
31/01/2015,2015,1,Saturday,M01AE,6.112,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,5
01/02/2015,2015,2,Sunday,M01AE,7.35,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,5
02/02/2015,2015,2,Monday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,6
03/02/2015,2015,2,Tuesday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,6
04/02/2015,2015,2,Wednesday,M01AE,2.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,6
05/02/2015,2015,2,Thursday,M01AE,5.57,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,6
06/02/2015,2015,2,Friday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,6
07/02/2015,2015,2,Saturday,M01AE,5,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,6
08/02/2015,2015,2,Sunday,M01AE,7.759,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,6
09/02/2015,2015,2,Monday,M01AE,3.54,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,7
10/02/2015,2015,2,Tuesday,M01AE,8.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,7
11/02/2015,2015,2,Wednesday,M01AE,5.14,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,7
12/02/2015,2015,2,Thursday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,7
13/02/2015,2015,2,Friday,M01AE,4.23,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,7
14/02/2015,2015,2,Saturday,M01AE,1.736,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,7
15/02/2015,2015,2,Sunday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,7
16/02/2015,2015,2,Monday,M01AE,3.75,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,8
17/02/2015,2015,2,Tuesday,M01AE,8.693,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,8
18/02/2015,2015,2,Wednesday,M01AE,2.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,8
19/02/2015,2015,2,Thursday,M01AE,3.332,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,8
20/02/2015,2015,2,Friday,M01AE,4.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,8
21/02/2015,2015,2,Saturday,M01AE,5.347,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,8
22/02/2015,2015,2,Sunday,M01AE,4.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,8
23/02/2015,2015,2,Monday,M01AE,3.16,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,9
24/02/2015,2015,2,Tuesday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,9
25/02/2015,2015,2,Wednesday,M01AE,6.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,9
26/02/2015,2015,2,Thursday,M01AE,2,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,9
27/02/2015,2015,2,Friday,M01AE,4.473,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,9
28/02/2015,2015,2,Saturday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,9
01/03/2015,2015,3,Sunday,M01AE,7.893,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,9
02/03/2015,2015,3,Monday,M01AE,4.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,10
03/03/2015,2015,3,Tuesday,M01AE,6.03,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,10
04/03/2015,2015,3,Wednesday,M01AE,5.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,10
05/03/2015,2015,3,Thursday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,10
06/03/2015,2015,3,Friday,M01AE,2.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,10
07/03/2015,2015,3,Saturday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,10
08/03/2015,2015,3,Sunday,M01AE,3.397,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,10
09/03/2015,2015,3,Monday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,11
10/03/2015,2015,3,Tuesday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,11
11/03/2015,2015,3,Wednesday,M01AE,5,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,11
12/03/2015,2015,3,Thursday,M01AE,6.387,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,11
13/03/2015,2015,3,Friday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,11
14/03/2015,2015,3,Saturday,M01AE,4.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,11
15/03/2015,2015,3,Sunday,M01AE,4.16,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,11
16/03/2015,2015,3,Monday,M01AE,3.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,12
17/03/2015,2015,3,Tuesday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,12
18/03/2015,2015,3,Wednesday,M01AE,2,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,12
19/03/2015,2015,3,Thursday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,12
20/03/2015,2015,3,Friday,M01AE,7,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,12
21/03/2015,2015,3,Saturday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,12
22/03/2015,2015,3,Sunday,M01AE,6.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,12
23/03/2015,2015,3,Monday,M01AE,4.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,13
24/03/2015,2015,3,Tuesday,M01AE,5.472,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,13
25/03/2015,2015,3,Wednesday,M01AE,8.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,1,13
26/03/2015,2015,3,Thursday,M01AE,1.747,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,1,13
27/03/2015,2015,3,Friday,M01AE,2.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,1,13
28/03/2015,2015,3,Saturday,M01AE,3.056,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,1,13
29/03/2015,2015,3,Sunday,M01AE,5.727,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,1,13
30/03/2015,2015,3,Monday,M01AE,4.827,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,1,14
31/03/2015,2015,3,Tuesday,M01AE,2,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,1,14
01/04/2015,2015,4,Wednesday,M01AE,1.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,14
02/04/2015,2015,4,Thursday,M01AE,3.99,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,14
03/04/2015,2015,4,Friday,M01AE,2.32,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,14
04/04/2015,2015,4,Saturday,M01AE,4.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,14
05/04/2015,2015,4,Sunday,M01AE,5.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,14
06/04/2015,2015,4,Monday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,15
07/04/2015,2015,4,Tuesday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,15
08/04/2015,2015,4,Wednesday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,15
09/04/2015,2015,4,Thursday,M01AE,6,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,15
10/04/2015,2015,4,Friday,M01AE,6.505,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,15
11/04/2015,2015,4,Saturday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,15
12/04/2015,2015,4,Sunday,M01AE,0,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,15
13/04/2015,2015,4,Monday,M01AE,1.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,16
14/04/2015,2015,4,Tuesday,M01AE,6.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,16
15/04/2015,2015,4,Wednesday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,16
16/04/2015,2015,4,Thursday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,16
17/04/2015,2015,4,Friday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,16
18/04/2015,2015,4,Saturday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,16
19/04/2015,2015,4,Sunday,M01AE,5.528,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,16
20/04/2015,2015,4,Monday,M01AE,5.043,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,17
21/04/2015,2015,4,Tuesday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,17
22/04/2015,2015,4,Wednesday,M01AE,4.627,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,17
23/04/2015,2015,4,Thursday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,17
24/04/2015,2015,4,Friday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,17
25/04/2015,2015,4,Saturday,M01AE,3.165,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,17
26/04/2015,2015,4,Sunday,M01AE,6,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,17
27/04/2015,2015,4,Monday,M01AE,0.78,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,18
28/04/2015,2015,4,Tuesday,M01AE,4.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,18
29/04/2015,2015,4,Wednesday,M01AE,0.43,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,18
30/04/2015,2015,4,Thursday,M01AE,8.727,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,18
01/05/2015,2015,5,Friday,M01AE,1.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,18
02/05/2015,2015,5,Saturday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,18
03/05/2015,2015,5,Sunday,M01AE,1.066,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,18
04/05/2015,2015,5,Monday,M01AE,4.723,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,19
05/05/2015,2015,5,Tuesday,M01AE,3.462,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,19
06/05/2015,2015,5,Wednesday,M01AE,6.497,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,19
07/05/2015,2015,5,Thursday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,19
08/05/2015,2015,5,Friday,M01AE,6.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,19
09/05/2015,2015,5,Saturday,M01AE,4.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,19
10/05/2015,2015,5,Sunday,M01AE,5.427,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,19
11/05/2015,2015,5,Monday,M01AE,6.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,20
12/05/2015,2015,5,Tuesday,M01AE,1.99,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,20
13/05/2015,2015,5,Wednesday,M01AE,3.44,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,20
14/05/2015,2015,5,Thursday,M01AE,5.067,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,20
15/05/2015,2015,5,Friday,M01AE,6.53,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,20
16/05/2015,2015,5,Saturday,M01AE,4.066,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,20
17/05/2015,2015,5,Sunday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,20
18/05/2015,2015,5,Monday,M01AE,2.713,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,21
19/05/2015,2015,5,Tuesday,M01AE,1.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,21
20/05/2015,2015,5,Wednesday,M01AE,6.465,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,21
21/05/2015,2015,5,Thursday,M01AE,1.957,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,21
22/05/2015,2015,5,Friday,M01AE,0.198,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,21
23/05/2015,2015,5,Saturday,M01AE,2.69,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,21
24/05/2015,2015,5,Sunday,M01AE,7.769,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,21
25/05/2015,2015,5,Monday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,22
26/05/2015,2015,5,Tuesday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,22
27/05/2015,2015,5,Wednesday,M01AE,2.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,22
28/05/2015,2015,5,Thursday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,22
29/05/2015,2015,5,Friday,M01AE,5.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,22
30/05/2015,2015,5,Saturday,M01AE,2.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,22
31/05/2015,2015,5,Sunday,M01AE,4.697,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,22
01/06/2015,2015,6,Monday,M01AE,5,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,23
02/06/2015,2015,6,Tuesday,M01AE,8,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,23
03/06/2015,2015,6,Wednesday,M01AE,1.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,23
04/06/2015,2015,6,Thursday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,23
05/06/2015,2015,6,Friday,M01AE,0.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,23
06/06/2015,2015,6,Saturday,M01AE,3.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,23
07/06/2015,2015,6,Sunday,M01AE,5.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,23
08/06/2015,2015,6,Monday,M01AE,5.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,24
09/06/2015,2015,6,Tuesday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,24
10/06/2015,2015,6,Wednesday,M01AE,3.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,24
11/06/2015,2015,6,Thursday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,24
12/06/2015,2015,6,Friday,M01AE,1.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,24
13/06/2015,2015,6,Saturday,M01AE,4.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,24
14/06/2015,2015,6,Sunday,M01AE,3.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,24
15/06/2015,2015,6,Monday,M01AE,3.36,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,25
16/06/2015,2015,6,Tuesday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,25
17/06/2015,2015,6,Wednesday,M01AE,3.32,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,25
18/06/2015,2015,6,Thursday,M01AE,5.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,25
19/06/2015,2015,6,Friday,M01AE,4.01,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,25
20/06/2015,2015,6,Saturday,M01AE,3,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,25
21/06/2015,2015,6,Sunday,M01AE,0.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,25
22/06/2015,2015,6,Monday,M01AE,6.99,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,26
23/06/2015,2015,6,Tuesday,M01AE,5.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,26
24/06/2015,2015,6,Wednesday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,2,26
25/06/2015,2015,6,Thursday,M01AE,4.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,2,26
26/06/2015,2015,6,Friday,M01AE,0.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,2,26
27/06/2015,2015,6,Saturday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,2,26
28/06/2015,2015,6,Sunday,M01AE,4.65,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,2,26
29/06/2015,2015,6,Monday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,2,27
30/06/2015,2015,6,Tuesday,M01AE,4.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,2,27
01/07/2015,2015,7,Wednesday,M01AE,5.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,27
02/07/2015,2015,7,Thursday,M01AE,2,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,27
03/07/2015,2015,7,Friday,M01AE,4.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,27
04/07/2015,2015,7,Saturday,M01AE,2.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,27
05/07/2015,2015,7,Sunday,M01AE,4.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,27
06/07/2015,2015,7,Monday,M01AE,4.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,3,28
07/07/2015,2015,7,Tuesday,M01AE,4.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,3,28
08/07/2015,2015,7,Wednesday,M01AE,1.35,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,28
09/07/2015,2015,7,Thursday,M01AE,1.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,28
10/07/2015,2015,7,Friday,M01AE,6.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,28
11/07/2015,2015,7,Saturday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,28
12/07/2015,2015,7,Sunday,M01AE,5.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,28
13/07/2015,2015,7,Monday,M01AE,0.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,3,29
14/07/2015,2015,7,Tuesday,M01AE,4.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,3,29
15/07/2015,2015,7,Wednesday,M01AE,1.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,29
16/07/2015,2015,7,Thursday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,29
17/07/2015,2015,7,Friday,M01AE,1.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,29
18/07/2015,2015,7,Saturday,M01AE,7.38,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,29
19/07/2015,2015,7,Sunday,M01AE,1.68,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,29
20/07/2015,2015,7,Monday,M01AE,4.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,3,30
21/07/2015,2015,7,Tuesday,M01AE,1,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,3,30
22/07/2015,2015,7,Wednesday,M01AE,0.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,30
23/07/2015,2015,7,Thursday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,30
24/07/2015,2015,7,Friday,M01AE,6.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,30
25/07/2015,2015,7,Saturday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,30
26/07/2015,2015,7,Sunday,M01AE,2.99,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,30
27/07/2015,2015,7,Monday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,3,31
28/07/2015,2015,7,Tuesday,M01AE,6.02,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,3,31
29/07/2015,2015,7,Wednesday,M01AE,3.34,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,31
30/07/2015,2015,7,Thursday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,31
31/07/2015,2015,7,Friday,M01AE,9,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,31
01/08/2015,2015,8,Saturday,M01AE,5,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,31
02/08/2015,2015,8,Sunday,M01AE,6.7,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,31
03/08/2015,2015,8,Monday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,0,0,3,32
04/08/2015,2015,8,Tuesday,M01AE,2.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,1,0,3,32
05/08/2015,2015,8,Wednesday,M01AE,3.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,2,0,3,32
06/08/2015,2015,8,Thursday,M01AE,1.67,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,3,0,3,32
07/08/2015,2015,8,Friday,M01AE,4,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,4,0,3,32
08/08/2015,2015,8,Saturday,M01AE,5.33,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,5,1,3,32
09/08/2015,2015,8,Sunday,M01AE,3.66,Anti-inflammatory (propionic),B,E,NSAIDs — Ibuprofen group,B-E,6,1,3,32
